participantIdFrom,participantIdTo,weekday,weight
200,193,Saturday,4
200,195,Sunday,4
200,195,Monday,4
200,195,Tuesday,5
200,195,Wednesday,5
200,195,Thursday,5
200,195,Friday,4
200,195,Saturday,4
200,198,Sunday,4
200,198,Monday,4
200,198,Tuesday,5
200,198,Wednesday,5
200,198,Thursday,5
200,198,Friday,4
200,198,Saturday,4
200,304,Sunday,4
200,304,Monday,4
200,304,Tuesday,4
200,304,Wednesday,4
200,304,Thursday,4
200,304,Friday,3
200,304,Saturday,4
200,778,Wednesday,2
200,778,Thursday,2
200,778,Friday,2
200,869,Sunday,4
200,869,Monday,4
200,869,Tuesday,4
200,869,Wednesday,4
200,869,Thursday,4
200,869,Friday,4
200,869,Saturday,4
201,186,Sunday,4
201,186,Monday,4
201,186,Tuesday,5
201,186,Wednesday,5
201,186,Thursday,5
201,186,Friday,4
201,186,Saturday,4
201,187,Sunday,4
201,187,Monday,4
201,187,Tuesday,5
201,187,Wednesday,5
201,187,Thursday,5
201,187,Friday,4
201,187,Saturday,4
201,204,Sunday,4
201,204,Monday,4
201,204,Tuesday,5
201,204,Wednesday,5
201,204,Thursday,5
201,204,Friday,4
201,204,Saturday,4
202,6,Sunday,4
202,6,Monday,4
202,6,Tuesday,4
202,6,Wednesday,4
202,6,Thursday,5
202,6,Friday,4
202,6,Saturday,4
202,67,Sunday,2
202,67,Monday,3
202,67,Tuesday,3
202,67,Wednesday,3
202,67,Thursday,3
202,67,Friday,2
202,67,Saturday,2
202,131,Sunday,2
202,131,Monday,2
202,131,Tuesday,2
202,131,Wednesday,3
202,131,Thursday,3
202,131,Friday,2
202,131,Saturday,2
202,139,Sunday,3
202,139,Monday,3
202,139,Tuesday,3
202,139,Wednesday,3
202,139,Thursday,3
202,139,Friday,2
202,139,Saturday,3
202,146,Sunday,4
202,146,Monday,4
202,146,Tuesday,4
202,146,Wednesday,4
202,146,Thursday,4
202,146,Friday,4
202,146,Saturday,4
202,194,Sunday,2
202,194,Monday,2
202,194,Tuesday,2
202,194,Wednesday,3
202,194,Thursday,3
202,194,Friday,2
202,194,Saturday,2
202,221,Sunday,4
202,221,Monday,4
202,221,Tuesday,4
202,221,Wednesday,5
202,221,Thursday,5
202,221,Friday,4
202,221,Saturday,4
202,244,Sunday,4
202,244,Monday,4
202,244,Tuesday,4
202,244,Wednesday,5
202,244,Thursday,5
202,244,Friday,4
202,244,Saturday,4
202,551,Sunday,2
202,551,Monday,2
202,551,Tuesday,2
202,551,Wednesday,3
202,551,Thursday,3
202,551,Friday,2
202,551,Saturday,2
202,576,Sunday,2
202,576,Monday,2
202,576,Tuesday,2
202,576,Wednesday,3
202,576,Thursday,3
202,576,Friday,2
202,576,Saturday,2
202,654,Sunday,3
202,654,Monday,4
202,654,Tuesday,4
202,654,Wednesday,4
202,654,Thursday,4
202,654,Friday,3
202,654,Saturday,3
202,660,Sunday,3
202,660,Monday,3
202,660,Tuesday,3
202,660,Wednesday,3
202,660,Thursday,3
202,660,Friday,3
202,660,Saturday,3
202,682,Sunday,3
202,682,Monday,3
202,682,Tuesday,3
202,682,Wednesday,3
202,682,Thursday,3
202,682,Friday,3
202,682,Saturday,3
202,810,Sunday,4
202,810,Monday,4
202,810,Tuesday,4
202,810,Wednesday,4
202,810,Thursday,4
202,810,Friday,3
202,810,Saturday,3
202,935,Monday,2
202,935,Tuesday,2
202,935,Wednesday,2
202,935,Thursday,2
202,935,Friday,2
202,935,Saturday,2
202,973,Sunday,4
202,973,Monday,4
202,973,Tuesday,4
202,973,Wednesday,4
202,973,Thursday,4
202,973,Friday,3
202,973,Saturday,3
203,20,Sunday,2
203,20,Monday,2
203,20,Tuesday,2
203,20,Wednesday,2
203,20,Thursday,2
203,25,Sunday,3
203,25,Monday,3
203,25,Tuesday,3
203,25,Wednesday,3
203,25,Thursday,3
203,25,Friday,2
203,25,Saturday,2
203,66,Sunday,4
203,66,Monday,4
203,66,Tuesday,4
203,66,Wednesday,5
203,66,Thursday,5
203,66,Friday,4
203,66,Saturday,4
203,93,Sunday,2
203,93,Monday,2
203,93,Tuesday,2
203,93,Wednesday,2
203,93,Thursday,2
203,96,Thursday,2
203,98,Sunday,3
203,98,Monday,3
203,98,Tuesday,3
203,98,Wednesday,3
203,98,Thursday,2
203,98,Friday,3
203,98,Saturday,3
203,112,Sunday,4
203,112,Monday,4
203,112,Tuesday,4
203,112,Wednesday,5
203,112,Thursday,5
203,112,Friday,4
203,112,Saturday,4
203,121,Sunday,2
203,121,Monday,2
203,121,Tuesday,2
203,121,Wednesday,2
203,121,Friday,2
203,121,Saturday,2
203,166,Sunday,3
203,166,Monday,3
203,166,Tuesday,3
203,166,Wednesday,3
203,166,Thursday,3
203,166,Friday,3
203,166,Saturday,3
203,168,Sunday,2
203,168,Monday,2
203,168,Tuesday,2
203,168,Wednesday,2
203,168,Thursday,2
203,245,Sunday,2
203,245,Monday,2
203,245,Tuesday,2
203,245,Wednesday,2
203,245,Thursday,3
203,245,Friday,2
203,245,Saturday,2
203,251,Sunday,3
203,251,Monday,3
203,251,Tuesday,3
203,251,Wednesday,3
203,251,Thursday,4
203,251,Friday,3
203,251,Saturday,3
203,314,Sunday,2
203,314,Monday,2
203,314,Tuesday,2
203,314,Wednesday,2
203,314,Thursday,2
203,314,Friday,2
203,314,Saturday,3
203,740,Sunday,3
203,740,Monday,3
203,740,Tuesday,3
203,740,Wednesday,3
203,740,Thursday,3
203,740,Friday,4
203,740,Saturday,3
203,765,Sunday,2
203,765,Monday,2
203,765,Tuesday,2
203,765,Wednesday,3
203,765,Thursday,3
203,765,Friday,2
203,765,Saturday,2
203,868,Sunday,2
203,868,Monday,2
203,868,Tuesday,2
203,868,Wednesday,2
203,868,Thursday,2
204,186,Sunday,4
204,186,Monday,4
204,186,Tuesday,5
204,186,Wednesday,5
204,186,Thursday,5
204,186,Friday,4
204,186,Saturday,4
204,187,Sunday,4
204,187,Monday,4
204,187,Tuesday,5
204,187,Wednesday,5
204,187,Thursday,5
204,187,Friday,4
204,187,Saturday,4
204,201,Sunday,4
204,201,Monday,4
204,201,Tuesday,5
204,201,Wednesday,5
204,201,Thursday,5
204,201,Friday,4
204,201,Saturday,4
205,27,Sunday,3
205,27,Monday,3
205,27,Tuesday,2
205,27,Wednesday,2
205,27,Thursday,2
205,27,Friday,2
205,27,Saturday,2
205,185,Sunday,2
205,185,Monday,2
205,185,Wednesday,2
205,185,Thursday,2
205,185,Friday,2
205,185,Saturday,2
205,375,Sunday,3
205,375,Monday,3
205,375,Tuesday,3
205,375,Wednesday,3
205,375,Thursday,2
205,375,Friday,2
205,375,Saturday,2
205,592,Monday,2
205,592,Tuesday,2
205,592,Wednesday,2
205,592,Thursday,2
205,632,Sunday,3
205,632,Monday,3
205,632,Tuesday,3
205,632,Wednesday,3
205,632,Thursday,2
205,632,Friday,2
205,632,Saturday,2
205,697,Sunday,3
205,697,Monday,3
205,697,Tuesday,4
205,697,Wednesday,4
205,697,Thursday,4
205,697,Friday,3
205,697,Saturday,3
205,733,Monday,2
205,733,Tuesday,2
205,733,Wednesday,2
205,733,Thursday,2
205,734,Monday,2
205,734,Tuesday,2
205,734,Wednesday,2
205,734,Thursday,2
205,765,Monday,2
205,765,Tuesday,2
205,765,Wednesday,2
205,765,Thursday,2
205,843,Sunday,2
205,843,Monday,2
205,843,Tuesday,2
205,843,Wednesday,3
205,843,Thursday,3
205,843,Friday,3
205,843,Saturday,3
205,931,Sunday,4
205,931,Monday,4
205,931,Tuesday,4
205,931,Wednesday,5
205,931,Thursday,5
205,931,Friday,4
205,931,Saturday,4
205,936,Sunday,4
205,936,Monday,3
205,936,Tuesday,3
205,936,Wednesday,3
205,936,Thursday,3
205,936,Friday,3
205,936,Saturday,4
206,73,Sunday,4
206,73,Monday,4
206,73,Tuesday,4
206,73,Wednesday,4
206,73,Thursday,5
206,73,Friday,4
206,73,Saturday,4
206,137,Sunday,3
206,137,Monday,3
206,137,Tuesday,3
206,137,Wednesday,3
206,137,Thursday,3
206,137,Friday,2
206,137,Saturday,3
206,144,Sunday,4
206,144,Monday,4
206,144,Tuesday,3
206,144,Wednesday,4
206,144,Thursday,4
206,144,Friday,4
206,144,Saturday,4
206,208,Sunday,3
206,208,Monday,4
206,208,Tuesday,4
206,208,Wednesday,4
206,208,Thursday,4
206,208,Friday,3
206,208,Saturday,3
206,212,Sunday,3
206,212,Monday,3
206,212,Tuesday,3
206,212,Wednesday,3
206,212,Thursday,3
206,212,Friday,2
206,212,Saturday,3
206,798,Thursday,2
206,969,Sunday,3
206,969,Monday,4
206,969,Tuesday,4
206,969,Wednesday,4
206,969,Thursday,3
206,969,Friday,2
206,969,Saturday,2
207,7,Sunday,3
207,7,Monday,3
207,7,Tuesday,2
207,7,Wednesday,2
207,7,Thursday,2
207,7,Friday,2
207,7,Saturday,2
207,52,Sunday,2
207,52,Monday,2
207,52,Tuesday,2
207,52,Wednesday,2
207,52,Thursday,2
207,52,Friday,2
207,52,Saturday,2
207,64,Sunday,4
207,64,Monday,4
207,64,Tuesday,4
207,64,Wednesday,5
207,64,Thursday,5
207,64,Friday,4
207,64,Saturday,4
207,77,Sunday,3
207,77,Monday,2
207,77,Tuesday,2
207,77,Wednesday,2
207,77,Thursday,2
207,77,Friday,3
207,77,Saturday,3
207,182,Sunday,2
207,182,Monday,2
207,182,Tuesday,2
207,182,Wednesday,2
207,182,Thursday,2
207,182,Friday,3
207,182,Saturday,3
207,209,Sunday,4
207,209,Monday,4
207,209,Tuesday,5
207,209,Wednesday,5
207,209,Thursday,5
207,209,Friday,4
207,209,Saturday,4
207,211,Sunday,4
207,211,Monday,4
207,211,Tuesday,5
207,211,Wednesday,5
207,211,Thursday,5
207,211,Friday,4
207,211,Saturday,4
207,216,Sunday,4
207,216,Monday,4
207,216,Tuesday,5
207,216,Wednesday,5
207,216,Thursday,5
207,216,Friday,4
207,216,Saturday,4
207,769,Sunday,2
207,769,Monday,2
207,769,Tuesday,2
207,769,Wednesday,2
207,769,Thursday,3
207,769,Friday,3
207,769,Saturday,3
207,787,Sunday,3
207,787,Monday,3
207,787,Tuesday,2
207,787,Wednesday,2
207,787,Thursday,2
207,787,Friday,2
207,787,Saturday,2
208,73,Sunday,3
208,73,Monday,3
208,73,Tuesday,3
208,73,Wednesday,5
208,73,Thursday,5
208,73,Friday,4
208,73,Saturday,3
208,106,Sunday,3
208,106,Monday,3
208,106,Tuesday,3
208,106,Wednesday,3
208,106,Thursday,3
208,106,Friday,2
208,106,Saturday,2
208,144,Sunday,3
208,144,Monday,4
208,144,Tuesday,4
208,144,Wednesday,3
208,144,Thursday,3
208,144,Friday,3
208,144,Saturday,3
208,149,Monday,2
208,149,Tuesday,2
208,149,Wednesday,2
208,149,Thursday,2
208,206,Sunday,3
208,206,Monday,4
208,206,Tuesday,4
208,206,Wednesday,4
208,206,Thursday,4
208,206,Friday,3
208,206,Saturday,3
208,701,Sunday,3
208,701,Monday,3
208,701,Tuesday,3
208,701,Wednesday,3
208,701,Thursday,3
208,701,Friday,2
208,701,Saturday,2
208,782,Sunday,2
208,782,Monday,2
208,782,Tuesday,2
208,782,Wednesday,2
208,782,Thursday,2
208,782,Saturday,2
208,969,Sunday,3
208,969,Monday,3
208,969,Tuesday,3
208,969,Wednesday,3
208,969,Thursday,3
208,969,Friday,2
208,969,Saturday,2
209,207,Sunday,4
209,207,Monday,4
209,207,Tuesday,5
209,207,Wednesday,5
209,207,Thursday,5
209,207,Friday,4
209,207,Saturday,4
209,211,Sunday,4
209,211,Monday,4
209,211,Tuesday,5
209,211,Wednesday,5
209,211,Thursday,5
209,211,Friday,4
209,211,Saturday,4
209,216,Sunday,4
209,216,Monday,4
209,216,Tuesday,5
209,216,Wednesday,5
209,216,Thursday,5
209,216,Friday,4
209,216,Saturday,4
210,41,Wednesday,2
210,41,Thursday,2
210,61,Sunday,3
210,61,Monday,3
210,61,Tuesday,3
210,61,Wednesday,4
210,61,Thursday,4
210,61,Friday,3
210,61,Saturday,3
210,74,Sunday,4
210,74,Monday,4
210,74,Tuesday,4
210,74,Wednesday,4
210,74,Thursday,5
210,74,Friday,4
210,74,Saturday,4
210,220,Wednesday,2
210,220,Thursday,2
210,231,Sunday,4
210,231,Monday,4
210,231,Tuesday,4
210,231,Wednesday,5
210,231,Thursday,5
210,231,Friday,4
210,231,Saturday,4
210,674,Sunday,2
210,674,Monday,2
210,674,Tuesday,2
210,674,Wednesday,2
210,674,Thursday,3
210,674,Friday,2
210,674,Saturday,2
210,829,Sunday,3
210,829,Monday,3
210,829,Tuesday,3
210,829,Wednesday,4
210,829,Thursday,4
210,829,Friday,3
210,829,Saturday,3
210,877,Sunday,3
210,877,Monday,3
210,877,Tuesday,3
210,877,Wednesday,3
210,877,Thursday,3
210,877,Friday,2
210,877,Saturday,2
210,947,Sunday,4
210,947,Monday,3
210,947,Tuesday,3
210,947,Wednesday,3
210,947,Thursday,3
210,947,Friday,3
210,947,Saturday,4
210,961,Sunday,4
210,961,Monday,4
210,961,Tuesday,4
210,961,Wednesday,5
210,961,Thursday,4
210,961,Friday,4
210,961,Saturday,4
210,1000,Sunday,2
210,1000,Monday,2
210,1000,Tuesday,2
210,1000,Wednesday,2
210,1000,Thursday,2
211,207,Sunday,4
211,207,Monday,4
211,207,Tuesday,5
211,207,Wednesday,5
211,207,Thursday,5
211,207,Friday,4
211,207,Saturday,4
211,209,Sunday,4
211,209,Monday,4
211,209,Tuesday,5
211,209,Wednesday,5
211,209,Thursday,5
211,209,Friday,4
211,209,Saturday,4
211,216,Sunday,4
211,216,Monday,4
211,216,Tuesday,5
211,216,Wednesday,5
211,216,Thursday,5
211,216,Friday,4
211,216,Saturday,4
212,73,Sunday,2
212,73,Monday,2
212,73,Tuesday,2
212,73,Wednesday,2
212,73,Thursday,2
212,73,Friday,2
212,73,Saturday,2
212,126,Sunday,3
212,126,Monday,3
212,126,Tuesday,3
212,126,Wednesday,4
212,126,Thursday,4
212,126,Friday,3
212,126,Saturday,3
212,137,Sunday,2
212,137,Monday,2
212,137,Tuesday,2
212,137,Wednesday,3
212,137,Thursday,3
212,137,Friday,3
212,137,Saturday,3
212,144,Sunday,3
212,144,Monday,3
212,144,Tuesday,3
212,144,Wednesday,3
212,144,Thursday,4
212,144,Friday,3
212,144,Saturday,3
212,206,Sunday,3
212,206,Monday,3
212,206,Tuesday,3
212,206,Wednesday,3
212,206,Thursday,3
212,206,Friday,2
212,206,Saturday,3
212,217,Tuesday,2
212,217,Wednesday,2
212,217,Thursday,2
212,240,Sunday,4
212,240,Monday,4
212,240,Tuesday,4
212,240,Wednesday,5
212,240,Thursday,4
212,240,Friday,4
212,240,Saturday,4
212,419,Sunday,2
212,419,Monday,2
212,419,Tuesday,2
212,419,Wednesday,2
212,419,Thursday,3
212,419,Friday,2
212,419,Saturday,2
212,592,Monday,2
212,592,Tuesday,2
212,592,Wednesday,2
212,592,Thursday,2
212,726,Sunday,2
212,726,Monday,2
212,726,Tuesday,2
212,726,Wednesday,2
212,726,Thursday,3
212,726,Friday,2
212,726,Saturday,2
212,969,Monday,2
212,969,Tuesday,2
212,969,Wednesday,2
213,67,Sunday,3
213,67,Monday,2
213,67,Tuesday,2
213,67,Wednesday,2
213,67,Thursday,2
213,67,Friday,2
213,67,Saturday,3
213,139,Sunday,3
213,139,Monday,3
213,139,Tuesday,3
213,139,Wednesday,3
213,139,Thursday,2
213,139,Friday,3
213,139,Saturday,3
213,167,Sunday,3
213,167,Monday,3
213,167,Tuesday,2
213,167,Wednesday,3
213,167,Thursday,3
213,167,Friday,3
213,167,Saturday,3
213,214,Sunday,4
213,214,Monday,4
213,214,Tuesday,5
213,214,Wednesday,5
213,214,Thursday,5
213,214,Friday,4
213,214,Saturday,4
213,215,Sunday,4
213,215,Monday,4
213,215,Tuesday,5
213,215,Wednesday,5
213,215,Thursday,5
213,215,Friday,4
213,215,Saturday,4
213,247,Sunday,2
213,247,Monday,2
213,247,Tuesday,2
213,247,Wednesday,2
213,247,Thursday,2
213,247,Friday,2
213,247,Saturday,3
213,819,Sunday,3
213,819,Monday,3
213,819,Tuesday,3
213,819,Wednesday,2
213,819,Thursday,2
213,819,Friday,2
213,819,Saturday,2
213,1004,Sunday,3
213,1004,Monday,2
213,1004,Tuesday,2
213,1004,Wednesday,2
213,1004,Thursday,2
213,1004,Friday,2
213,1004,Saturday,2
214,213,Sunday,4
214,213,Monday,4
214,213,Tuesday,5
214,213,Wednesday,5
214,213,Thursday,5
214,213,Friday,4
214,213,Saturday,4
214,215,Sunday,4
214,215,Monday,4
214,215,Tuesday,5
214,215,Wednesday,5
214,215,Thursday,5
214,215,Friday,4
214,215,Saturday,4
215,213,Sunday,4
215,213,Monday,4
215,213,Tuesday,5
215,213,Wednesday,5
215,213,Thursday,5
215,213,Friday,4
215,213,Saturday,4
215,214,Sunday,4
215,214,Monday,4
215,214,Tuesday,5
215,214,Wednesday,5
215,214,Thursday,5
215,214,Friday,4
215,214,Saturday,4
216,207,Sunday,4
216,207,Monday,4
216,207,Tuesday,5
216,207,Wednesday,5
216,207,Thursday,5
216,207,Friday,4
216,207,Saturday,4
216,209,Sunday,4
216,209,Monday,4
216,209,Tuesday,5
216,209,Wednesday,5
216,209,Thursday,5
216,209,Friday,4
216,209,Saturday,4
216,211,Sunday,4
216,211,Monday,4
216,211,Tuesday,5
216,211,Wednesday,5
216,211,Thursday,5
216,211,Friday,4
216,211,Saturday,4
216,312,Sunday,4
216,312,Monday,4
216,312,Tuesday,4
216,312,Wednesday,4
216,312,Thursday,5
216,312,Friday,4
216,312,Saturday,4
216,620,Sunday,4
216,620,Monday,4
216,620,Tuesday,4
216,620,Wednesday,4
216,620,Thursday,5
216,620,Friday,4
216,620,Saturday,4
217,52,Thursday,2
217,82,Thursday,2
217,167,Sunday,2
217,167,Monday,2
217,167,Tuesday,2
217,167,Wednesday,2
217,167,Thursday,2
217,181,Thursday,2
217,212,Tuesday,2
217,212,Wednesday,2
217,212,Thursday,2
217,245,Sunday,4
217,245,Monday,4
217,245,Tuesday,4
217,245,Wednesday,4
217,245,Thursday,3
217,245,Friday,4
217,245,Saturday,4
217,247,Thursday,2
217,281,Monday,2
217,281,Tuesday,2
217,281,Wednesday,2
217,281,Thursday,2
217,588,Thursday,2
217,765,Monday,2
217,765,Tuesday,2
217,765,Wednesday,2
217,765,Thursday,2
218,2,Sunday,4
218,2,Monday,4
218,2,Tuesday,4
218,2,Wednesday,4
218,2,Thursday,5
218,2,Friday,4
218,2,Saturday,4
218,69,Sunday,4
218,69,Monday,4
218,69,Tuesday,4
218,69,Wednesday,5
218,69,Thursday,5
218,69,Friday,4
218,69,Saturday,4
218,162,Sunday,3
218,162,Monday,3
218,162,Tuesday,3
218,162,Wednesday,4
218,162,Thursday,4
218,162,Friday,3
218,162,Saturday,3
218,176,Sunday,4
218,176,Monday,4
218,176,Tuesday,4
218,176,Wednesday,5
218,176,Thursday,5
218,176,Friday,4
218,176,Saturday,4
218,184,Wednesday,2
218,184,Thursday,2
218,196,Sunday,4
218,196,Monday,4
218,196,Tuesday,4
218,196,Wednesday,4
218,196,Thursday,5
218,196,Friday,4
218,196,Saturday,4
218,372,Sunday,4
218,372,Monday,4
218,372,Tuesday,3
218,372,Wednesday,3
218,372,Thursday,3
218,372,Friday,3
218,372,Saturday,3
218,390,Sunday,2
218,390,Monday,2
218,390,Tuesday,2
218,394,Sunday,3
218,394,Monday,3
218,394,Tuesday,3
218,394,Wednesday,3
218,394,Thursday,3
218,394,Friday,3
218,394,Saturday,3
218,508,Wednesday,2
218,508,Thursday,2
218,737,Sunday,2
218,737,Monday,2
218,737,Tuesday,3
218,737,Wednesday,3
218,737,Thursday,3
218,737,Friday,2
218,737,Saturday,2
218,849,Sunday,2
218,849,Monday,2
218,849,Tuesday,2
218,849,Wednesday,3
218,849,Thursday,3
218,849,Friday,2
218,849,Saturday,2
219,30,Sunday,3
219,30,Monday,2
219,30,Tuesday,2
219,30,Wednesday,2
219,30,Thursday,3
219,30,Friday,3
219,30,Saturday,3
219,69,Sunday,2
219,69,Monday,2
219,69,Tuesday,2
219,69,Wednesday,2
219,69,Thursday,2
219,69,Friday,2
219,174,Sunday,3
219,174,Monday,3
219,174,Tuesday,2
219,174,Wednesday,2
219,174,Thursday,3
219,174,Friday,3
219,174,Saturday,3
219,197,Sunday,3
219,197,Monday,3
219,197,Tuesday,3
219,197,Wednesday,3
219,197,Thursday,3
219,197,Friday,3
219,197,Saturday,3
219,224,Sunday,4
219,224,Monday,4
219,224,Tuesday,5
219,224,Wednesday,5
219,224,Thursday,5
219,224,Friday,4
219,224,Saturday,4
219,225,Sunday,4
219,225,Monday,4
219,225,Tuesday,5
219,225,Wednesday,5
219,225,Thursday,5
219,225,Friday,4
219,225,Saturday,4
219,868,Sunday,3
219,868,Monday,3
219,868,Tuesday,2
219,868,Wednesday,2
219,868,Thursday,2
219,868,Friday,3
219,868,Saturday,3
220,2,Sunday,2
220,2,Monday,2
220,2,Tuesday,2
220,2,Wednesday,2
220,2,Thursday,2
220,24,Sunday,3
220,24,Monday,3
220,24,Tuesday,3
220,24,Wednesday,3
220,24,Thursday,3
220,24,Friday,2
220,24,Saturday,2
220,41,Sunday,2
220,41,Monday,2
220,41,Tuesday,2
220,41,Wednesday,2
220,41,Thursday,2
220,83,Sunday,2
220,83,Monday,2
220,83,Tuesday,2
220,83,Wednesday,3
220,83,Thursday,3
220,83,Friday,2
220,83,Saturday,2
220,86,Sunday,3
220,86,Monday,3
220,86,Tuesday,3
220,86,Wednesday,3
220,86,Thursday,3
220,86,Friday,2
220,86,Saturday,2
220,104,Sunday,4
220,104,Monday,4
220,104,Tuesday,4
220,104,Wednesday,5
220,104,Thursday,5
220,104,Friday,4
220,104,Saturday,4
220,114,Sunday,3
220,114,Monday,3
220,114,Tuesday,2
220,114,Wednesday,2
220,114,Thursday,2
220,114,Friday,2
220,114,Saturday,2
220,169,Sunday,4
220,169,Monday,4
220,169,Tuesday,3
220,169,Wednesday,4
220,169,Thursday,4
220,169,Friday,4
220,169,Saturday,4
220,196,Sunday,4
220,196,Monday,4
220,196,Tuesday,3
220,196,Wednesday,3
220,196,Thursday,3
220,196,Friday,3
220,196,Saturday,3
220,210,Wednesday,2
220,210,Thursday,2
220,229,Sunday,2
220,229,Monday,2
220,229,Tuesday,2
220,229,Wednesday,2
220,229,Thursday,3
220,229,Friday,3
220,229,Saturday,2
220,355,Sunday,3
220,355,Monday,3
220,355,Tuesday,2
220,355,Wednesday,2
220,355,Thursday,2
220,355,Friday,3
220,355,Saturday,3
220,370,Sunday,2
220,370,Monday,2
220,370,Tuesday,2
220,370,Wednesday,2
220,370,Thursday,2
220,370,Friday,2
220,370,Saturday,2
220,390,Sunday,2
220,390,Monday,3
220,390,Tuesday,3
220,390,Wednesday,3
220,390,Thursday,2
220,390,Friday,2
220,390,Saturday,2
220,464,Sunday,2
220,464,Monday,2
220,464,Tuesday,2
220,464,Wednesday,2
220,464,Thursday,2
220,464,Friday,2
220,464,Saturday,2
220,537,Sunday,2
220,537,Monday,2
220,537,Tuesday,2
220,537,Wednesday,3
220,537,Thursday,3
220,537,Friday,2
220,537,Saturday,2
220,624,Sunday,2
220,624,Monday,2
220,624,Tuesday,2
220,624,Wednesday,3
220,624,Thursday,3
220,624,Friday,2
220,624,Saturday,2
220,652,Sunday,2
220,652,Monday,2
220,652,Wednesday,2
220,652,Thursday,2
220,652,Friday,2
220,652,Saturday,2
220,674,Wednesday,2
220,674,Thursday,2
220,710,Sunday,2
220,710,Monday,2
220,710,Tuesday,2
220,710,Wednesday,3
220,710,Thursday,3
220,710,Friday,2
220,710,Saturday,2
220,895,Sunday,2
220,895,Monday,2
220,895,Tuesday,2
220,895,Wednesday,3
220,895,Thursday,3
220,895,Friday,2
220,895,Saturday,2
221,5,Wednesday,2
221,5,Thursday,2
221,6,Sunday,2
221,6,Monday,2
221,6,Tuesday,2
221,6,Wednesday,3
221,6,Thursday,3
221,6,Friday,2
221,6,Saturday,2
221,13,Sunday,3
221,13,Monday,3
221,13,Tuesday,3
221,13,Wednesday,5
221,13,Thursday,4
221,13,Friday,3
221,13,Saturday,3
221,81,Sunday,3
221,81,Monday,3
221,81,Tuesday,3
221,81,Wednesday,4
221,81,Thursday,4
221,81,Friday,4
221,81,Saturday,4
221,94,Wednesday,2
221,94,Thursday,2
221,131,Sunday,4
221,131,Monday,4
221,131,Tuesday,4
221,131,Wednesday,5
221,131,Thursday,5
221,131,Friday,4
221,131,Saturday,4
221,165,Sunday,4
221,165,Monday,4
221,165,Tuesday,4
221,165,Wednesday,5
221,165,Thursday,5
221,165,Friday,4
221,165,Saturday,4
221,202,Sunday,4
221,202,Monday,4
221,202,Tuesday,4
221,202,Wednesday,5
221,202,Thursday,5
221,202,Friday,4
221,202,Saturday,4
221,228,Sunday,4
221,228,Monday,4
221,228,Tuesday,5
221,228,Wednesday,5
221,228,Thursday,5
221,228,Friday,4
221,228,Saturday,4
221,654,Wednesday,2
221,654,Thursday,2
222,8,Sunday,3
222,8,Monday,3
222,8,Tuesday,3
222,8,Wednesday,3
222,8,Thursday,3
222,8,Friday,2
222,8,Saturday,2
222,14,Sunday,3
222,14,Monday,3
222,14,Tuesday,2
222,14,Wednesday,2
222,14,Thursday,2
222,14,Friday,2
222,14,Saturday,2
222,20,Sunday,2
222,20,Monday,2
222,20,Tuesday,2
222,20,Wednesday,2
222,20,Thursday,2
222,63,Thursday,2
222,76,Sunday,2
222,76,Monday,2
222,76,Tuesday,2
222,76,Wednesday,2
222,76,Thursday,3
222,76,Saturday,2
222,80,Sunday,2
222,80,Monday,2
222,80,Tuesday,2
222,80,Wednesday,2
222,80,Thursday,2
222,87,Sunday,2
222,87,Monday,2
222,87,Tuesday,2
222,87,Wednesday,3
222,87,Thursday,3
222,87,Friday,2
222,87,Saturday,2
222,119,Sunday,4
222,119,Monday,4
222,119,Tuesday,4
222,119,Wednesday,4
222,119,Thursday,5
222,119,Friday,4
222,119,Saturday,4
222,121,Sunday,3
222,121,Monday,3
222,121,Tuesday,3
222,121,Wednesday,2
222,121,Thursday,2
222,121,Friday,2
222,121,Saturday,2
222,128,Sunday,3
222,128,Monday,3
222,128,Tuesday,3
222,128,Wednesday,3
222,128,Thursday,3
222,128,Friday,3
222,128,Saturday,3
222,146,Sunday,4
222,146,Monday,4
222,146,Tuesday,4
222,146,Wednesday,4
222,146,Thursday,5
222,146,Friday,4
222,146,Saturday,4
222,166,Sunday,2
222,166,Monday,2
222,166,Tuesday,2
222,166,Wednesday,2
222,166,Thursday,2
222,166,Friday,2
222,166,Saturday,2
222,232,Thursday,2
222,246,Sunday,2
222,246,Monday,2
222,246,Tuesday,2
222,246,Wednesday,2
222,246,Thursday,2
222,950,Monday,2
222,950,Tuesday,2
222,950,Wednesday,2
222,950,Thursday,2
223,51,Sunday,2
223,51,Monday,2
223,51,Tuesday,2
223,51,Wednesday,2
223,51,Thursday,2
223,120,Sunday,4
223,120,Monday,4
223,120,Tuesday,4
223,120,Wednesday,3
223,120,Thursday,3
223,120,Friday,4
223,120,Saturday,4
223,178,Sunday,3
223,178,Monday,2
223,178,Tuesday,2
223,178,Wednesday,2
223,178,Thursday,3
223,178,Friday,3
223,178,Saturday,3
223,464,Sunday,2
223,464,Monday,2
223,464,Tuesday,2
223,464,Wednesday,2
223,464,Thursday,3
223,464,Friday,2
223,464,Saturday,2
223,545,Sunday,3
223,545,Monday,3
223,545,Tuesday,3
223,545,Wednesday,3
223,545,Thursday,3
223,545,Friday,2
223,545,Saturday,3
223,578,Sunday,4
223,578,Monday,4
223,578,Tuesday,4
223,578,Wednesday,4
223,578,Thursday,5
223,578,Friday,4
223,578,Saturday,4
